# DerivedGeneralCategory-3.2.0.txt
# Date: 2002-03-19,23:30:49 GMT [MD]
#
# Unicode Character Database: Derived Property Data
# Generated algorithmically from the Unicode Character Database
# For documentation, see DerivedProperties.html
# Note: Unassigned and Noncharacter codepoints are omitted,
#       except when listing Noncharacter or Cn.
# ================================================


# ================================================
# General Category (listing UnicodeData.txt, field 2: see UnicodeData.html)
# ================================================

0221          ; Cn #       
0177          ; Ll #       LATIN SMALL LETTER Y WITH CIRCUMFLEX
017A          ; Ll #       LATIN SMALL LETTER Z WITH ACUTE
017C          ; Ll #       LATIN SMALL LETTER Z WITH DOT ABOVE
017E..0180    ; Ll #   [3] LATIN SMALL LETTER Z WITH CARON..LATIN SMALL LETTER B WITH STROKE
0183          ; Ll #       LATIN SMALL LETTER B WITH TOPBAR
0185          ; Ll #       LATIN SMALL LETTER TONE SIX
0188          ; Ll #       LATIN SMALL LETTER C WITH HOOK
018C..018D    ; Ll #   [2] LATIN SMALL LETTER D WITH TOPBAR..LATIN SMALL LETTER TURNED DELTA
0192          ; Ll #       LATIN SMALL LETTER F WITH HOOK
0195          ; Ll #       LATIN SMALL LETTER HV
0199..019B    ; Ll #   [3] LATIN SMALL LETTER K WITH HOOK..LATIN SMALL LETTER LAMBDA WITH STROKE
019E          ; Ll #       LATIN SMALL LETTER N WITH LONG RIGHT LEG
01A1          ; Ll #       LATIN SMALL LETTER O WITH HORN
01A3          ; Ll #       LATIN SMALL LETTER OI
01A5          ; Ll #       LATIN SMALL LETTER P WITH HOOK
01A8          ; Ll #       LATIN SMALL LETTER TONE TWO
01AA..01AB    ; Ll #   [2] LATIN LETTER REVERSED ESH LOOP..LATIN SMALL LETTER T WITH PALATAL HOOK
01AD          ; Ll #       LATIN SMALL LETTER T WITH HOOK
01B0          ; Ll #       LATIN SMALL LETTER U WITH HORN
01B4          ; Ll #       LATIN SMALL LETTER Y WITH HOOK
01B6          ; Ll #       LATIN SMALL LETTER Z WITH STROKE
01B9..01BA    ; Ll #   [2] LATIN SMALL LETTER EZH REVERSED..LATIN SMALL LETTER EZH WITH TAIL
01BD..01BF    ; Ll #   [3] LATIN SMALL LETTER TONE FIVE..LATIN LETTER WYNN
01C6          ; Ll #       LATIN SMALL LETTER DZ WITH CARON
01C9          ; Ll #       LATIN SMALL LETTER LJ
01CC          ; Ll #       LATIN SMALL LETTER NJ
01CE          ; Ll #       LATIN SMALL LETTER A WITH CARON
01D0          ; Ll #       LATIN SMALL LETTER I WITH CARON
01D2          ; Ll #       LATIN SMALL LETTER O WITH CARON
01D4          ; Ll #       LATIN SMALL LETTER U WITH CARON
01D6          ; Ll #       LATIN SMALL LETTER U WITH DIAERESIS AND MACRON
01D8          ; Ll #       LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE
01DA          ; Ll #       LATIN SMALL LETTER U WITH DIAERESIS AND CARON
01DC..01DD    ; Ll #   [2] LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE..LATIN SMALL LETTER TURNED E
01DF          ; Ll #       LATIN SMALL LETTER A WITH DIAERESIS AND MACRON
01E1          ; Ll #       LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON
01E3          ; Ll #       LATIN SMALL LETTER AE WITH MACRON
01E5          ; Ll #       LATIN SMALL LETTER G WITH STROKE
01E7          ; Ll #       LATIN SMALL LETTER G WITH CARON
01E9          ; Ll #       LATIN SMALL LETTER K WITH CARON
01EB          ; Ll #       LATIN SMALL LETTER O WITH OGONEK
01ED          ; Ll #       LATIN SMALL LETTER O WITH OGONEK AND MACRON
01EF..01F0    ; Ll #   [2] LATIN SMALL LETTER EZH WITH CARON..LATIN SMALL LETTER J WITH CARON
01F3          ; Ll #       LATIN SMALL LETTER DZ
01F5          ; Ll #       LATIN SMALL LETTER G WITH ACUTE
01F9          ; Ll #       LATIN SMALL LETTER N WITH GRAVE
01FB          ; Ll #       LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE
01FD          ; Ll #       LATIN SMALL LETTER AE WITH ACUTE
01FF          ; Ll #       LATIN SMALL LETTER O WITH STROKE AND ACUTE
0201          ; Ll #       LATIN SMALL LETTER A WITH DOUBLE GRAVE
0203          ; Ll #       LATIN SMALL LETTER A WITH INVERTED BREVE
0205          ; Ll #       LATIN SMALL LETTER E WITH DOUBLE GRAVE
0207          ; Ll #       LATIN SMALL LETTER E WITH INVERTED BREVE
0209          ; Ll #       LATIN SMALL LETTER I WITH DOUBLE GRAVE
020B          ; Ll #       LATIN SMALL LETTER I WITH INVERTED BREVE
020D          ; Ll #       LATIN SMALL LETTER O WITH DOUBLE GRAVE
020F          ; Ll #       LATIN SMALL LETTER O WITH INVERTED BREVE
0211          ; Ll #       LATIN SMALL LETTER R WITH DOUBLE GRAVE
0213          ; Ll #       LATIN SMALL LETTER R WITH INVERTED BREVE
0215          ; Ll #       LATIN SMALL LETTER U WITH DOUBLE GRAVE
0217          ; Ll #       LATIN SMALL LETTER U WITH INVERTED BREVE
0219          ; Ll #       LATIN SMALL LETTER S WITH COMMA BELOW
021B          ; Ll #       LATIN SMALL LETTER T WITH COMMA BELOW
021D          ; Ll #       LATIN SMALL LETTER YOGH
021F          ; Ll #       LATIN SMALL LETTER H WITH CARON
0223          ; Ll #       LATIN SMALL LETTER OU
0225          ; Ll #       LATIN SMALL LETTER Z WITH HOOK
0227          ; Ll #       LATIN SMALL LETTER A WITH DOT ABOVE
0229          ; Ll #       LATIN SMALL LETTER E WITH CEDILLA
022B          ; Ll #       LATIN SMALL LETTER O WITH DIAERESIS AND MACRON
022D          ; Ll #       LATIN SMALL LETTER O WITH TILDE AND MACRON
022F          ; Ll #       LATIN SMALL LETTER O WITH DOT ABOVE
0231          ; Ll #       LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON
0233          ; Ll #       LATIN SMALL LETTER Y WITH MACRON
0250..02AD    ; Ll #  [94] LATIN SMALL LETTER TURNED A..LATIN LETTER BIDENTAL PERCUSSIVE
0390          ; Ll #       GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS
03AC..03CE    ; Ll #  [35] GREEK SMALL LETTER ALPHA WITH TONOS..GREEK SMALL LETTER OMEGA WITH TONOS
03D0..03D1    ; Ll #   [2] GREEK BETA SYMBOL..GREEK THETA SYMBOL
03D5..03D7    ; Ll #   [3] GREEK PHI SYMBOL..GREEK KAI SYMBOL
03D9          ; Ll #       GREEK SMALL LETTER ARCHAIC KOPPA
03DB          ; Ll #       GREEK SMALL LETTER STIGMA
03DD          ; Ll #       GREEK SMALL LETTER DIGAMMA
03DF          ; Ll #       GREEK SMALL LETTER KOPPA
03E1          ; Ll #       GREEK SMALL LETTER SAMPI
03E3          ; Ll #       COPTIC SMALL LETTER SHEI
03E5          ; Ll #       COPTIC SMALL LETTER FEI
03E7          ; Ll #       COPTIC SMALL LETTER KHEI
03E9          ; Ll #       COPTIC SMALL LETTER HORI
03EB          ; Ll #       COPTIC SMALL LETTER GANGIA
03ED          ; Ll #       COPTIC SMALL LETTER SHIMA
03EF..03F3    ; Ll #   [5] COPTIC SMALL LETTER DEI..GREEK LETTER YOT
03F5          ; Ll #       GREEK LUNATE EPSILON SYMBOL
0430..045F    ; Ll #  [48] CYRILLIC SMALL LETTER A..CYRILLIC SMALL LETTER DZHE
0461          ; Ll #       CYRILLIC SMALL LETTER OMEGA
0463          ; Ll #       CYRILLIC SMALL LETTER YAT
0465          ; Ll #       CYRILLIC SMALL LETTER IOTIFIED E
0467          ; Ll #       CYRILLIC SMALL LETTER LITTLE YUS
0469          ; Ll #       CYRILLIC SMALL LETTER IOTIFIED LITTLE YUS
046B          ; Ll #       CYRILLIC SMALL LETTER BIG YUS
046D          ; Ll #       CYRILLIC SMALL LETTER IOTIFIED BIG YUS
046F          ; Ll #       CYRILLIC SMALL LETTER KSI
0471          ; Ll #       CYRILLIC SMALL LETTER PSI
0473          ; Ll #       CYRILLIC SMALL LETTER FITA
0475          ; Ll #       CYRILLIC SMALL LETTER IZHITSA
0477          ; Ll #       CYRILLIC SMALL LETTER IZHITSA WITH DOUBLE GRAVE ACCENT
0479          ; Ll #       CYRILLIC SMALL LETTER UK
047B          ; Ll #       CYRILLIC SMALL LETTER ROUND OMEGA
047D          ; Ll #       CYRILLIC SMALL LETTER OMEGA WITH TITLO
047F          ; Ll #       CYRILLIC SMALL LETTER OT
0481          ; Ll #       CYRILLIC SMALL LETTER KOPPA
048B          ; Ll #       CYRILLIC SMALL LETTER SHORT I WITH TAIL
048D          ; Ll #       CYRILLIC SMALL LETTER SEMISOFT SIGN
048F          ; Ll #       CYRILLIC SMALL LETTER ER WITH TICK
0491          ; Ll #       CYRILLIC SMALL LETTER GHE WITH UPTURN
0493          ; Ll #       CYRILLIC SMALL LETTER GHE WITH STROKE
0495          ; Ll #       CYRILLIC SMALL LETTER GHE WITH MIDDLE HOOK
0497          ; Ll #       CYRILLIC SMALL LETTER ZHE WITH DESCENDER
0499          ; Ll #       CYRILLIC SMALL LETTER ZE WITH DESCENDER
049B          ; Ll #       CYRILLIC SMALL LETTER KA WITH DESCENDER
049D          ; Ll #       CYRILLIC SMALL LETTER KA WITH VERTICAL STROKE
049F          ; Ll #       CYRILLIC SMALL LETTER KA WITH STROKE
04A1          ; Ll #       CYRILLIC SMALL LETTER BASHKIR KA
04A3          ; Ll #       CYRILLIC SMALL LETTER EN WITH DESCENDER
04A5          ; Ll #       CYRILLIC SMALL LIGATURE EN GHE
04A7          ; Ll #       CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK
04A9          ; Ll #       CYRILLIC SMALL LETTER ABKHASIAN HA
04AB          ; Ll #       CYRILLIC SMALL LETTER ES WITH DESCENDER
04AD          ; Ll #       CYRILLIC SMALL LETTER TE WITH DESCENDER
04AF          ; Ll #       CYRILLIC SMALL LETTER STRAIGHT U
04B1          ; Ll #       CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE
04B3          ; Ll #       CYRILLIC SMALL LETTER HA WITH DESCENDER
04B5          ; Ll #       CYRILLIC SMALL LIGATURE TE TSE
04B7          ; Ll #       CYRILLIC SMALL LETTER CHE WITH DESCENDER
04B9          ; Ll #       CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE
04BB          ; Ll #       CYRILLIC SMALL LETTER SHHA
04BD          ; Ll #       CYRILLIC SMALL LETTER ABKHASIAN CHE
04BF          ; Ll #       CYRILLIC SMALL LETTER ABKHASIAN CHE WITH DESCENDER
04C2          ; Ll #       CYRILLIC SMALL LETTER ZHE WITH BREVE
04C4          ; Ll #       CYRILLIC SMALL LETTER KA WITH HOOK
04C6          ; Ll #       CYRILLIC SMALL LETTER EL WITH TAIL
04C8          ; Ll #       CYRILLIC SMALL LETTER EN WITH HOOK
04CA          ; Ll #       CYRILLIC SMALL LETTER EN WITH TAIL
04CC          ; Ll #       CYRILLIC SMALL LETTER KHAKASSIAN CHE
04CE          ; Ll #       CYRILLIC SMALL LETTER EM WITH TAIL
04D1          ; Ll #       CYRILLIC SMALL LETTER A WITH BREVE
04D3          ; Ll #       CYRILLIC SMALL LETTER A WITH DIAERESIS
04D5          ; Ll #       CYRILLIC SMALL LIGATURE A IE
04D7          ; Ll #       CYRILLIC SMALL LETTER IE WITH BREVE
04D9          ; Ll #       CYRILLIC SMALL LETTER SCHWA
04DB          ; Ll #       CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS
04DD          ; Ll #       CYRILLIC SMALL LETTER ZHE WITH DIAERESIS
04DF          ; Ll #       CYRILLIC SMALL LETTER ZE WITH DIAERESIS
04E1          ; Ll #       CYRILLIC SMALL LETTER ABKHASIAN DZE
04E3          ; Ll #       CYRILLIC SMALL LETTER I WITH MACRON
04E5          ; Ll #       CYRILLIC SMALL LETTER I WITH DIAERESIS
04E7          ; Ll #       CYRILLIC SMALL LETTER O WITH DIAERESIS
04E9          ; Ll #       CYRILLIC SMALL LETTER BARRED O
04EB          ; Ll #       CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS
04ED          ; Ll #       CYRILLIC SMALL LETTER E WITH DIAERESIS
04EF          ; Ll #       CYRILLIC SMALL LETTER U WITH MACRON
04F1          ; Ll #       CYRILLIC SMALL LETTER U WITH DIAERESIS
04F3          ; Ll #       CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE
04F5          ; Ll #       CYRILLIC SMALL LETTER CHE WITH DIAERESIS
04F9          ; Ll #       CYRILLIC SMALL LETTER YERU WITH DIAERESIS
0501          ; Ll #       CYRILLIC SMALL LETTER KOMI DE
0503          ; Ll #       CYRILLIC SMALL LETTER KOMI DJE
0505          ; Ll #       CYRILLIC SMALL LETTER KOMI ZJE
0507          ; Ll #       CYRILLIC SMALL LETTER KOMI DZJE
0509          ; Ll #       CYRILLIC SMALL LETTER KOMI LJE
050B          ; Ll #       CYRILLIC SMALL LETTER KOMI NJE
050D          ; Ll #       CYRILLIC SMALL LETTER KOMI SJE
050F          ; Ll #       CYRILLIC SMALL LETTER KOMI TJE
0561..0587    ; Ll #  [39] ARMENIAN SMALL LETTER AYB..ARMENIAN SMALL LIGATURE ECH YIWN
1E01          ; Ll #       LATIN SMALL LETTER A WITH RING BELOW
1E03          ; Ll #       LATIN SMALL LETTER B WITH DOT ABOVE
1E05          ; Ll #       LATIN SMALL LETTER B WITH DOT BELOW
1E07          ; Ll #       LATIN SMALL LETTER B WITH LINE BELOW
1E09          ; Ll #       LATIN SMALL LETTER C WITH CEDILLA AND ACUTE
1E0B          ; Ll #       LATIN SMALL LETTER D WITH DOT ABOVE
1E0D          ; Ll #       LATIN SMALL LETTER D WITH DOT BELOW
1E0F          ; Ll #       LATIN SMALL LETTER D WITH LINE BELOW
1E11          ; Ll #       LATIN SMALL LETTER D WITH CEDILLA
1E13          ; Ll #       LATIN SMALL LETTER D WITH CIRCUMFLEX BELOW
1E15          ; Ll #       LATIN SMALL LETTER E WITH MACRON AND GRAVE
1E17          ; Ll #       LATIN SMALL LETTER E WITH MACRON AND ACUTE
1E19          ; Ll #       LATIN SMALL LETTER E WITH CIRCUMFLEX BELOW
1E1B          ; Ll #       LATIN SMALL LETTER E WITH TILDE BELOW
1E1D          ; Ll #       LATIN SMALL LETTER E WITH CEDILLA AND BREVE
1E1F          ; Ll #       LATIN SMALL LETTER F WITH DOT ABOVE
1E21          ; Ll #       LATIN SMALL LETTER G WITH MACRON
1E23          ; Ll #       LATIN SMALL LETTER H WITH DOT ABOVE
1E25          ; Ll #       LATIN SMALL LETTER H WITH DOT BELOW
1E27          ; Ll #       LATIN SMALL LETTER H WITH DIAERESIS
1E29          ; Ll #       LATIN SMALL LETTER H WITH CEDILLA
1E2B          ; Ll #       LATIN SMALL LETTER H WITH BREVE BELOW
1E2D          ; Ll #       LATIN SMALL LETTER I WITH TILDE BELOW
1E2F          ; Ll #       LATIN SMALL LETTER I WITH DIAERESIS AND ACUTE
1E31          ; Ll #       LATIN SMALL LETTER K WITH ACUTE
1E33          ; Ll #       LATIN SMALL LETTER K WITH DOT BELOW
1E35          ; Ll #       LATIN SMALL LETTER K WITH LINE BELOW
1E37          ; Ll #       LATIN SMALL LETTER L WITH DOT BELOW
1E39          ; Ll #       LATIN SMALL LETTER L WITH DOT BELOW AND MACRON
1E3B          ; Ll #       LATIN SMALL LETTER L WITH LINE BELOW
1E3D          ; Ll #       LATIN SMALL LETTER L WITH CIRCUMFLEX BELOW
1E3F          ; Ll #       LATIN SMALL LETTER M WITH ACUTE
1E41          ; Ll #       LATIN SMALL LETTER M WITH DOT ABOVE
1E43          ; Ll #       LATIN SMALL LETTER M WITH DOT BELOW
1E45          ; Ll #       LATIN SMALL LETTER N WITH DOT ABOVE
1E47          ; Ll #       LATIN SMALL LETTER N WITH DOT BELOW
1E49          ; Ll #       LATIN SMALL LETTER N WITH LINE BELOW
1E4B          ; Ll #       LATIN SMALL LETTER N WITH CIRCUMFLEX BELOW
1E4D          ; Ll #       LATIN SMALL LETTER O WITH TILDE AND ACUTE
1E4F          ; Ll #       LATIN SMALL LETTER O WITH TILDE AND DIAERESIS
1E51          ; Ll #       LATIN SMALL LETTER O WITH MACRON AND GRAVE
1E53          ; Ll #       LATIN SMALL LETTER O WITH MACRON AND ACUTE
1E55          ; Ll #       LATIN SMALL LETTER P WITH ACUTE
1E57          ; Ll #       LATIN SMALL LETTER P WITH DOT ABOVE
1E59          ; Ll #       LATIN SMALL LETTER R WITH DOT ABOVE
1E5B          ; Ll #       LATIN SMALL LETTER R WITH DOT BELOW
1E5D          ; Ll #       LATIN SMALL LETTER R WITH DOT BELOW AND MACRON
1E5F          ; Ll #       LATIN SMALL LETTER R WITH LINE BELOW
1E61          ; Ll #       LATIN SMALL LETTER S WITH DOT ABOVE
1E63          ; Ll #       LATIN SMALL LETTER S WITH DOT BELOW
1E65          ; Ll #       LATIN SMALL LETTER S WITH ACUTE AND DOT ABOVE
1E67          ; Ll #       LATIN SMALL LETTER S WITH CARON AND DOT ABOVE
1E69          ; Ll #       LATIN SMALL LETTER S WITH DOT BELOW AND DOT ABOVE
1E6B          ; Ll #       LATIN SMALL LETTER T WITH DOT ABOVE
1E6D          ; Ll #       LATIN SMALL LETTER T WITH DOT BELOW
1E6F          ; Ll #       LATIN SMALL LETTER T WITH LINE BELOW
1E71          ; Ll #       LATIN SMALL LETTER T WITH CIRCUMFLEX BELOW
1E73          ; Ll #       LATIN SMALL LETTER U WITH DIAERESIS BELOW
1E75          ; Ll #       LATIN SMALL LETTER U WITH TILDE BELOW
1E77          ; Ll #       LATIN SMALL LETTER U WITH CIRCUMFLEX BELOW
1E79          ; Ll #       LATIN SMALL LETTER U WITH TILDE AND ACUTE
1E7B          ; Ll #       LATIN SMALL LETTER U WITH MACRON AND DIAERESIS
1E7D          ; Ll #       LATIN SMALL LETTER V WITH TILDE
1E7F          ; Ll #       LATIN SMALL LETTER V WITH DOT BELOW
1E81          ; Ll #       LATIN SMALL LETTER W WITH GRAVE
1E83          ; Ll #       LATIN SMALL LETTER W WITH ACUTE
1E85          ; Ll #       LATIN SMALL LETTER W WITH DIAERESIS
1E87          ; Ll #       LATIN SMALL LETTER W WITH DOT ABOVE
1E89          ; Ll #       LATIN SMALL LETTER W WITH DOT BELOW
1E8B          ; Ll #       LATIN SMALL LETTER X WITH DOT ABOVE
1E8D          ; Ll #       LATIN SMALL LETTER X WITH DIAERESIS
1E8F          ; Ll #       LATIN SMALL LETTER Y WITH DOT ABOVE
1E91          ; Ll #       LATIN SMALL LETTER Z WITH CIRCUMFLEX
1E93          ; Ll #       LATIN SMALL LETTER Z WITH DOT BELOW
1E95..1E9B    ; Ll #   [7] LATIN SMALL LETTER Z WITH LINE BELOW..LATIN SMALL LETTER LONG S WITH DOT ABOVE
1EA1          ; Ll #       LATIN SMALL LETTER A WITH DOT BELOW
1EA3          ; Ll #       LATIN SMALL LETTER A WITH HOOK ABOVE
1EA5          ; Ll #       LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE
1EA7          ; Ll #       LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE
1EA9          ; Ll #       LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
1EAB          ; Ll #       LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE
1EAD          ; Ll #       LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW
1EAF          ; Ll #       LATIN SMALL LETTER A WITH BREVE AND ACUTE
1EB1          ; Ll #       LATIN SMALL LETTER A WITH BREVE AND GRAVE
1EB3          ; Ll #       LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE
1EB5          ; Ll #       LATIN SMALL LETTER A WITH BREVE AND TILDE
1EB7          ; Ll #       LATIN SMALL LETTER A WITH BREVE AND DOT BELOW
1EB9          ; Ll #       LATIN SMALL LETTER E WITH DOT BELOW
1EBB          ; Ll #       LATIN SMALL LETTER E WITH HOOK ABOVE
1EBD          ; Ll #       LATIN SMALL LETTER E WITH TILDE
1EBF          ; Ll #       LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE
1EC1          ; Ll #       LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE
1EC3          ; Ll #       LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
1EC5          ; Ll #       LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE
1EC7          ; Ll #       LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW
1EC9          ; Ll #       LATIN SMALL LETTER I WITH HOOK ABOVE
1ECB          ; Ll #       LATIN SMALL LETTER I WITH DOT BELOW
1ECD          ; Ll #       LATIN SMALL LETTER O WITH DOT BELOW
1ECF          ; Ll #       LATIN SMALL LETTER O WITH HOOK ABOVE
1ED1          ; Ll #       LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE
1ED3          ; Ll #       LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE
1ED5          ; Ll #       LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
1ED7          ; Ll #       LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE
1ED9          ; Ll #       LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW
1EDB          ; Ll #       LATIN SMALL LETTER O WITH HORN AND ACUTE
1EDD          ; Ll #       LATIN SMALL LETTER O WITH HORN AND GRAVE
1EDF          ; Ll #       LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE
1EE1          ; Ll #       LATIN SMALL LETTER O WITH HORN AND TILDE
1EE3          ; Ll #       LATIN SMALL LETTER O WITH HORN AND DOT BELOW
1EE5          ; Ll #       LATIN SMALL LETTER U WITH DOT BELOW
1EE7          ; Ll #       LATIN SMALL LETTER U WITH HOOK ABOVE
1EE9          ; Ll #       LATIN SMALL LETTER U WITH HORN AND ACUTE
1EEB          ; Ll #       LATIN SMALL LETTER U WITH HORN AND GRAVE
1EED          ; Ll #       LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE
1EEF          ; Ll #       LATIN SMALL LETTER U WITH HORN AND TILDE
1EF1          ; Ll #       LATIN SMALL LETTER U WITH HORN AND DOT BELOW
1EF3          ; Ll #       LATIN SMALL LETTER Y WITH GRAVE
1EF5          ; Ll #       LATIN SMALL LETTER Y WITH DOT BELOW
1EF7          ; Ll #       LATIN SMALL LETTER Y WITH HOOK ABOVE
1EF9          ; Ll #       LATIN SMALL LETTER Y WITH TILDE
1F00..1F07    ; Ll #   [8] GREEK SMALL LETTER ALPHA WITH PSILI..GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI
1F10..1F15    ; Ll #   [6] GREEK SMALL LETTER EPSILON WITH PSILI..GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA
1F20..1F27    ; Ll #   [8] GREEK SMALL LETTER ETA WITH PSILI..GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI
1F30..1F37    ; Ll #   [8] GREEK SMALL LETTER IOTA WITH PSILI..GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI
1F40..1F45    ; Ll #   [6] GREEK SMALL LETTER OMICRON WITH PSILI..GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA
1F50..1F57    ; Ll #   [8] GREEK SMALL LETTER UPSILON WITH PSILI..GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI
1F60..1F67    ; Ll #   [8] GREEK SMALL LETTER OMEGA WITH PSILI..GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI
1F70..1F7D    ; Ll #  [14] GREEK SMALL LETTER ALPHA WITH VARIA..GREEK SMALL LETTER OMEGA WITH OXIA
1F80..1F87    ; Ll #   [8] GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI..GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI
1F90..1F97    ; Ll #   [8] GREEK SMALL LETTER ETA WITH PSILI AND YPOGEGRAMMENI..GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI
1FA0..1FA7    ; Ll #   [8] GREEK SMALL LETTER OMEGA WITH PSILI AND YPOGEGRAMMENI..GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI
1FB0..1FB4    ; Ll #   [5] GREEK SMALL LETTER ALPHA WITH VRACHY..GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI
1FB6..1FB7    ; Ll #   [2] GREEK SMALL LETTER ALPHA WITH PERISPOMENI..GREEK SMALL LETTER ALPHA WITH PERISPOMENI AND YPOGEGRAMMENI
1FBE          ; Ll #       GREEK PROSGEGRAMMENI
1FC2..1FC4    ; Ll #   [3] GREEK SMALL LETTER ETA WITH VARIA AND YPOGEGRAMMENI..GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI
1FC6..1FC7    ; Ll #   [2] GREEK SMALL LETTER ETA WITH PERISPOMENI..GREEK SMALL LETTER ETA WITH PERISPOMENI AND YPOGEGRAMMENI
1FD0..1FD3    ; Ll #   [4] GREEK SMALL LETTER IOTA WITH VRACHY..GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA
1FD6..1FD7    ; Ll #   [2] GREEK SMALL LETTER IOTA WITH PERISPOMENI..GREEK SMALL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI
1FE0..1FE7    ; Ll #   [8] GREEK SMALL LETTER UPSILON WITH VRACHY..GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND PERISPOMENI
1FF2..1FF4    ; Ll #   [3] GREEK SMALL LETTER OMEGA WITH VARIA AND YPOGEGRAMMENI..GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI
1FF6..1FF7    ; Ll #   [2] GREEK SMALL LETTER OMEGA WITH PERISPOMENI..GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI
2071          ; Ll #       SUPERSCRIPT LATIN SMALL LETTER I
207F          ; Ll #       SUPERSCRIPT LATIN SMALL LETTER N
210A          ; Ll #       SCRIPT SMALL G
210E..210F    ; Ll #   [2] PLANCK CONSTANT..PLANCK CONSTANT OVER TWO PI
2113          ; Ll #       SCRIPT SMALL L
212F          ; Ll #       SCRIPT SMALL E
2134          ; Ll #       SCRIPT SMALL O
2139          ; Ll #       INFORMATION SOURCE
213D          ; Ll #       DOUBLE-STRUCK SMALL GAMMA
2146..2149    ; Ll #   [4] DOUBLE-STRUCK ITALIC SMALL D..DOUBLE-STRUCK ITALIC SMALL J
FB00..FB06    ; Ll #   [7] LATIN SMALL LIGATURE FF..LATIN SMALL LIGATURE ST
FB13..FB17    ; Ll #   [5] ARMENIAN SMALL LIGATURE MEN NOW..ARMENIAN SMALL LIGATURE MEN XEH
FF41..FF5A    ; Ll #  [26] FULLWIDTH LATIN SMALL LETTER A..FULLWIDTH LATIN SMALL LETTER Z
10428..1044D  ; Ll #  [38] DESERET SMALL LETTER LONG I..DESERET SMALL LETTER ENG
1D41A..1D433  ; Ll #  [26] MATHEMATICAL BOLD SMALL A..MATHEMATICAL BOLD SMALL Z
1D44E..1D454  ; Ll #   [7] MATHEMATICAL ITALIC SMALL A..MATHEMATICAL ITALIC SMALL G
1D456..1D467  ; Ll #  [18] MATHEMATICAL ITALIC SMALL I..MATHEMATICAL ITALIC SMALL Z
1D482..1D49B  ; Ll #  [26] MATHEMATICAL BOLD ITALIC SMALL A..MATHEMATICAL BOLD ITALIC SMALL Z
1D4B6..1D4B9  ; Ll #   [4] MATHEMATICAL SCRIPT SMALL A..MATHEMATICAL SCRIPT SMALL D
1D4BB         ; Ll #       MATHEMATICAL SCRIPT SMALL F
1D4BD..1D4C0  ; Ll #   [4] MATHEMATICAL SCRIPT SMALL H..MATHEMATICAL SCRIPT SMALL K
